student_id,age,gender,grade_level,study_hours_per_day,uses_ai,ai_usage_time_minutes,ai_tools_used,ai_usage_purpose,ai_dependency_score,ai_generated_content_percentage,ai_prompts_per_week,ai_ethics_score,last_exam_score,assignment_scores_avg,attendance_percentage,concept_understanding_score,study_consistency_index,improvement_rate,sleep_hours,social_media_hours,tutoring_hours,class_participation_score,final_score,passed,performance_category
1589,21,Female,11th,4.6,1,179,Gemini,Exam Prep,9,13,38,9,86,37.2,44.3,2,7.3,-13.9,5.0,0.6,0.6,9,58.6,1,Medium
1590,14,Female,11th,2.5,0,126,Gemini,Homework,2,3,59,8,71,85.1,62.9,1,8.6,34.4,7.0,3.0,4.2,4,58.2,1,Medium
1591,24,Male,2nd Year,1.8,0,76,None,Homework,2,45,48,7,55,41.6,94.4,6,2.5,14.0,8.6,1.1,3.0,1,50.6,1,Medium
1592,24,Male,11th,5.6,0,120,ChatGPT+Gemini,Doubt Solving,4,32,4,3,42,96.7,94.0,8,3.5,-13.5,6.7,1.1,3.5,4,51.9,1,Medium
1593,22,Male,1st Year,5.0,0,168,ChatGPT,None,10,36,65,4,27,52.1,79.7,4,2.7,39.2,6.3,4.8,2.8,4,46.0,1,Low
1594,24,Female,10th,4.0,1,48,ChatGPT,None,10,29,44,9,50,75.3,79.2,4,5.5,-19.9,8.3,0.6,1.8,4,50.7,1,Medium
1595,22,Male,2nd Year,1.3,0,109,None,Homework,3,83,59,4,82,61.5,91.3,7,1.7,-10.2,5.5,1.8,1.4,6,69.3,1,Medium
1596,18,Female,10th,1.3,1,134,Claude,Doubt Solving,7,77,7,8,40,45.7,60.5,8,7.7,-9.0,4.2,2.2,0.5,1,41.1,1,Low
1597,23,Male,1st Year,1.1,0,35,Copilot,Notes,7,26,49,6,69,61.9,43.0,2,2.2,32.1,6.8,5.5,0.4,3,61.8,1,Medium
1598,17,Male,2nd Year,3.9,0,92,ChatGPT+Gemini,Coding,3,12,35,5,48,52.8,90.8,5,9.5,0.9,4.7,3.7,2.3,10,50.0,1,Low
1599,24,Male,10th,1.1,0,153,ChatGPT,Homework,3,70,69,7,79,73.8,58.7,3,8.6,30.1,4.3,0.3,1.5,8,50.0,1,Low
1600,19,Male,2nd Year,5.1,0,154,Copilot,Exam Prep,9,81,40,1,86,68.6,80.4,8,9.7,-17.5,4.5,1.7,2.9,9,73.8,1,Medium
1601,20,Male,1st Year,6.0,1,23,None,Notes,7,37,9,10,63,35.8,69.3,1,1.4,37.5,4.6,0.4,3.5,8,41.3,1,Low
1602,18,Male,3rd Year,2.5,1,80,ChatGPT+Gemini,Exam Prep,3,51,35,3,21,35.0,48.7,7,2.8,31.2,7.3,4.4,3.3,1,30.3,0,Low
1603,24,Female,2nd Year,3.0,0,160,ChatGPT,Doubt Solving,3,72,67,5,34,97.6,65.1,6,9.6,8.6,6.9,1.2,4.4,6,59.5,1,Medium
1604,23,Female,3rd Year,4.4,1,97,None,Doubt Solving,3,86,102,4,58,51.1,55.8,2,9.9,-10.8,5.6,1.3,3.7,5,41.7,1,Low
1605,22,Male,1st Year,5.7,1,145,Gemini,Coding,9,94,13,3,59,36.3,40.5,6,3.5,-6.6,5.2,0.7,2.0,7,50.6,1,Medium
1606,16,Male,2nd Year,5.4,1,104,ChatGPT,Notes,8,65,75,3,66,42.7,71.4,8,6.4,-6.3,4.0,4.1,1.8,9,53.8,1,Medium
1607,20,Male,2nd Year,0.8,1,4,Gemini,Doubt Solving,7,39,110,9,95,40.8,73.8,1,2.9,22.2,4.8,3.1,0.3,4,53.8,1,Medium
1608,23,Male,3rd Year,1.4,1,128,None,Exam Prep,8,37,16,5,71,44.7,58.4,8,9.1,2.5,6.9,1.6,2.8,10,60.8,1,Medium
1609,23,Male,11th,4.7,1,70,Gemini,None,1,40,20,3,25,33.3,57.7,10,2.2,-19.8,6.8,4.8,3.4,10,44.9,1,Low
1610,24,Female,3rd Year,4.3,1,121,Claude,Homework,9,4,116,5,89,43.8,66.8,1,7.2,3.0,7.7,3.5,1.6,8,54.5,1,Medium
1611,18,Male,3rd Year,1.2,0,2,None,Homework,5,63,76,9,67,95.9,77.1,9,3.6,14.3,4.2,1.1,4.2,1,79.3,1,High
1612,20,Male,3rd Year,3.3,1,35,None,None,5,55,96,3,77,70.0,98.1,1,4.4,-16.8,8.0,0.1,1.8,6,47.6,1,Low
1613,15,Male,1st Year,4.8,1,162,Claude,Notes,5,86,53,5,22,52.8,68.7,8,5.9,13.1,6.9,0.5,1.8,7,50.4,1,Medium
1614,17,Male,12th,1.7,1,178,Copilot,Notes,9,48,12,2,65,85.3,96.0,8,4.8,26.6,5.4,2.0,1.6,10,74.8,1,Medium
1615,15,Female,3rd Year,5.3,1,120,ChatGPT+Gemini,Doubt Solving,5,58,47,8,37,92.7,98.5,10,5.7,13.9,6.2,0.5,0.5,9,68.9,1,Medium
1616,20,Male,2nd Year,0.8,1,139,Copilot,Homework,2,95,44,6,75,35.0,76.5,9,7.1,-0.1,8.0,1.5,5.0,2,59.4,1,Medium
1617,15,Male,10th,4.8,1,14,Claude,None,6,38,8,8,52,54.1,73.6,10,3.7,1.7,6.4,0.5,2.4,8,56.4,1,Medium
1618,24,Female,11th,3.9,1,131,Copilot,Coding,7,79,54,1,36,87.3,43.6,10,7.6,5.8,7.5,0.4,4.7,4,65.8,1,Medium
1619,14,Male,3rd Year,2.2,1,15,ChatGPT+Gemini,None,7,54,49,2,51,72.5,53.4,4,4.8,30.9,6.0,1.8,2.9,5,55.3,1,Medium
1620,22,Female,3rd Year,4.5,1,133,ChatGPT+Gemini,Coding,7,74,111,7,95,77.8,99.9,3,1.2,-18.1,6.7,3.1,4.3,8,66.5,1,Medium
1621,14,Female,11th,4.8,0,62,ChatGPT,None,2,77,19,7,21,69.2,84.8,4,8.6,1.3,8.2,2.1,3.0,7,37.5,0,Low
1622,21,Male,3rd Year,5.6,0,22,Copilot,None,6,63,107,9,45,35.8,80.1,8,3.5,37.6,6.5,0.6,3.2,3,45.7,1,Low
1623,15,Female,2nd Year,2.5,1,76,Claude,None,9,2,39,6,58,89.6,74.0,4,8.7,29.9,6.8,0.3,4.8,5,58.5,1,Medium
1624,21,Male,12th,4.3,0,171,ChatGPT,None,1,7,0,7,82,46.7,81.0,9,7.7,-11.9,6.1,1.2,3.8,4,72.3,1,Medium
1625,16,Female,3rd Year,3.8,1,0,Copilot,None,3,78,76,4,36,37.2,80.8,3,4.7,1.3,5.0,4.2,0.9,1,31.0,0,Low
1626,19,Male,11th,3.4,1,75,None,None,6,72,85,2,53,53.8,53.3,5,6.9,-18.9,8.9,4.0,3.3,10,50.7,1,Medium
1627,16,Male,3rd Year,5.4,1,26,ChatGPT+Gemini,Coding,7,15,114,9,38,82.2,87.1,8,9.9,23.8,4.1,5.4,1.7,1,61.0,1,Medium
1628,20,Female,1st Year,0.5,1,24,Claude,Coding,2,25,76,1,81,91.6,67.9,8,3.8,-13.8,4.6,5.5,2.0,9,70.8,1,Medium
1629,23,Female,2nd Year,2.1,1,85,None,Doubt Solving,10,31,63,6,51,75.5,82.1,1,5.1,3.2,7.6,4.6,4.3,5,54.2,1,Medium
1630,22,Other,2nd Year,3.5,1,61,Copilot,None,8,81,34,10,69,55.1,60.9,7,2.3,34.2,7.7,0.1,4.3,10,69.5,1,Medium
1631,15,Female,12th,1.5,1,145,ChatGPT+Gemini,Exam Prep,6,7,64,9,64,81.0,74.6,5,8.8,-11.8,4.8,0.7,1.8,3,60.6,1,Medium
1632,18,Male,1st Year,5.5,1,92,ChatGPT+Gemini,Coding,9,59,109,10,73,83.7,84.1,4,6.0,-0.5,7.2,4.4,4.5,1,64.1,1,Medium
1633,19,Male,1st Year,4.1,1,29,None,Doubt Solving,9,95,119,10,20,94.6,76.7,1,1.9,28.9,8.4,5.0,2.4,2,46.0,1,Low
1634,17,Male,12th,3.1,1,157,Copilot,Coding,9,73,52,2,85,38.3,78.0,4,6.4,17.9,8.0,3.7,1.4,2,57.4,1,Medium
1635,17,Male,10th,5.0,1,83,Copilot,Coding,9,11,96,2,59,39.8,51.1,3,5.2,25.5,4.0,2.2,0.2,5,36.9,0,Low
1636,17,Male,3rd Year,3.0,1,174,Claude,None,2,75,60,9,43,60.5,70.4,1,3.8,37.5,4.2,1.1,1.5,5,37.2,0,Low
1637,15,Female,1st Year,3.6,0,149,ChatGPT,Exam Prep,10,58,4,10,71,53.8,56.5,9,1.2,34.8,6.3,4.1,3.8,1,62.6,1,Medium
1638,17,Male,10th,0.5,0,124,ChatGPT+Gemini,Coding,10,58,93,10,21,84.1,62.2,7,2.9,-2.8,5.8,2.5,2.4,2,45.5,1,Low
1639,24,Male,10th,2.5,1,169,ChatGPT,Doubt Solving,7,73,68,9,80,71.2,88.1,7,2.9,-2.1,4.5,2.2,1.1,4,67.7,1,Medium
1640,14,Male,2nd Year,1.3,1,33,ChatGPT,None,5,33,106,4,46,36.7,42.9,2,7.4,-14.8,5.0,2.8,2.4,6,40.1,1,Low
1641,19,Female,3rd Year,4.3,1,3,ChatGPT+Gemini,Doubt Solving,9,29,88,8,85,67.4,55.4,7,3.3,2.5,8.7,5.0,4.5,6,67.3,1,Medium
1642,14,Female,2nd Year,3.1,0,30,Copilot,Homework,1,43,59,8,52,50.0,87.4,4,9.8,26.5,5.8,3.9,1.5,2,51.9,1,Medium
1643,23,Female,11th,2.2,1,50,ChatGPT+Gemini,Notes,10,94,89,2,53,58.5,90.8,4,2.7,-4.5,5.1,3.3,3.4,9,52.2,1,Medium
1644,19,Male,2nd Year,3.1,0,49,None,Coding,7,37,18,4,81,35.7,52.8,9,9.0,29.7,4.8,1.9,0.7,10,62.5,1,Medium
1645,14,Female,1st Year,1.7,1,13,ChatGPT,None,10,24,75,6,51,32.5,49.9,4,4.3,14.4,7.0,2.0,4.4,1,37.4,0,Low
1646,19,Male,1st Year,5.6,1,7,Claude,Coding,5,23,56,4,22,97.6,88.0,3,10.0,1.6,6.3,5.9,2.5,9,54.4,1,Medium
1647,23,Female,3rd Year,0.8,1,100,ChatGPT+Gemini,Doubt Solving,9,96,7,7,74,81.9,83.0,5,8.2,5.1,5.7,2.8,1.4,5,54.5,1,Medium
1648,21,Female,10th,5.3,0,68,Claude,Coding,7,60,73,10,46,75.7,73.8,6,6.4,26.3,5.8,1.4,4.3,4,60.2,1,Medium
1649,24,Male,1st Year,3.3,1,135,Copilot,None,4,8,17,5,95,77.3,67.5,8,8.5,-1.0,5.0,4.3,0.7,1,85.3,1,High
1650,15,Female,2nd Year,3.9,1,138,Copilot,Doubt Solving,8,88,104,4,27,74.6,92.5,4,9.1,23.0,7.7,4.5,1.8,3,47.4,1,Low
1651,15,Female,2nd Year,2.2,1,28,None,Homework,9,83,10,6,39,56.5,56.8,9,10.0,5.0,7.7,2.3,0.8,7,38.5,0,Low
1652,17,Male,3rd Year,5.8,1,166,Claude,None,9,47,61,6,71,64.8,78.9,3,2.5,28.9,4.2,4.7,4.4,1,56.9,1,Medium
1653,24,Female,2nd Year,2.1,1,140,Claude,Coding,10,80,29,5,36,94.8,95.8,5,6.3,-7.3,5.1,5.2,2.2,2,49.4,1,Low
1654,16,Male,12th,3.7,0,63,ChatGPT+Gemini,None,4,51,4,6,52,56.0,50.3,3,4.5,-1.5,4.3,5.0,1.5,10,46.8,1,Low
1655,17,Male,3rd Year,6.0,0,48,Copilot,None,6,69,87,5,74,43.4,51.6,6,4.5,9.8,4.4,0.4,4.3,5,57.6,1,Medium
1656,20,Male,3rd Year,5.3,1,18,Claude,Homework,4,63,108,7,94,33.8,47.1,3,6.7,24.9,8.8,4.8,4.5,7,65.1,1,Medium
1657,24,Male,1st Year,3.4,1,126,Gemini,Homework,1,35,76,5,92,48.2,56.0,7,5.5,-10.5,6.3,2.4,0.5,6,62.7,1,Medium
1658,14,Female,3rd Year,5.9,0,82,ChatGPT+Gemini,Notes,6,19,55,4,90,39.2,74.1,3,8.3,34.2,5.0,0.6,3.0,5,54.3,1,Medium
1659,19,Male,11th,4.4,1,95,ChatGPT+Gemini,Doubt Solving,8,89,35,9,35,75.6,59.8,5,4.0,-18.9,8.8,5.4,2.8,9,41.5,1,Low
1660,16,Female,1st Year,1.6,1,114,Gemini,Homework,6,49,112,5,98,46.6,73.6,7,5.8,-18.4,6.4,2.9,4.2,8,72.3,1,Medium
1661,24,Male,1st Year,2.7,0,102,Copilot,Doubt Solving,3,11,26,6,83,53.3,69.0,8,9.7,6.9,7.4,5.3,2.5,5,78.3,1,High
1662,23,Other,12th,2.3,0,179,Claude,Notes,8,6,31,2,59,36.7,71.9,9,1.8,29.7,8.8,3.6,0.5,10,57.6,1,Medium
1663,20,Female,1st Year,2.4,1,116,Claude,Doubt Solving,10,39,13,1,77,60.5,97.1,6,3.4,-12.1,8.6,2.0,4.9,2,62.2,1,Medium
1664,23,Female,10th,4.7,1,77,Copilot,None,9,93,40,3,42,96.8,52.4,6,1.9,9.1,8.8,3.5,2.7,10,65.0,1,Medium
1665,15,Male,2nd Year,3.7,0,70,Gemini,Notes,1,85,117,7,26,60.7,80.2,1,1.6,5.7,8.2,5.7,3.2,8,35.0,0,Low
1666,15,Male,2nd Year,0.7,0,19,Gemini,Coding,6,41,65,1,78,82.6,68.5,6,1.1,24.7,7.5,3.7,0.3,10,58.9,1,Medium
1667,17,Male,3rd Year,5.3,1,95,Gemini,Notes,10,92,3,1,78,69.9,80.8,5,4.3,-7.2,5.0,4.9,4.0,2,66.8,1,Medium
1668,14,Female,12th,2.1,0,109,ChatGPT+Gemini,Notes,8,85,10,8,22,52.2,75.9,9,8.6,15.6,4.9,5.2,4.5,7,41.3,1,Low
1669,16,Female,2nd Year,6.0,1,94,Claude,Notes,2,87,105,3,49,95.9,85.4,4,3.2,35.2,5.8,2.3,1.4,6,51.0,1,Medium
1670,22,Male,10th,5.7,1,85,ChatGPT,Exam Prep,4,66,100,2,29,66.3,72.0,4,3.9,-16.7,8.5,0.9,1.4,5,48.3,1,Low
1671,20,Male,12th,5.7,1,132,ChatGPT+Gemini,Homework,1,49,47,8,32,84.0,82.1,2,8.7,33.1,5.2,5.9,1.0,4,39.8,0,Low
1672,20,Female,11th,5.0,1,94,ChatGPT+Gemini,Doubt Solving,4,40,101,10,58,38.6,84.1,7,2.4,-7.5,5.1,5.3,2.7,7,46.8,1,Low
1673,24,Male,2nd Year,1.7,1,78,Claude,None,2,23,36,2,96,45.9,50.7,6,3.1,-15.0,6.9,3.6,0.1,2,61.5,1,Medium
1674,17,Female,1st Year,3.4,0,144,Copilot,Doubt Solving,3,89,12,10,83,61.7,95.5,7,7.4,-0.8,5.2,5.7,0.6,9,60.8,1,Medium
1675,15,Female,10th,1.7,1,36,None,Exam Prep,4,68,72,7,44,83.9,83.5,9,7.7,10.6,6.9,3.7,3.1,1,58.4,1,Medium
1676,17,Female,10th,1.9,1,18,Claude,Coding,3,12,41,7,60,87.1,45.8,2,4.2,1.4,7.3,3.7,2.4,4,59.2,1,Medium
1677,19,Male,2nd Year,3.9,0,137,Copilot,None,6,100,26,10,59,98.4,91.7,10,1.1,-12.0,5.8,3.8,3.7,2,69.1,1,Medium
1678,24,Male,3rd Year,0.7,0,43,Claude,Homework,7,85,65,6,81,96.6,51.4,8,4.4,8.6,6.3,5.0,3.7,6,76.9,1,High
1679,24,Female,11th,5.8,1,176,ChatGPT+Gemini,Homework,7,33,46,1,59,59.6,75.2,8,7.4,-19.9,6.3,1.9,2.2,4,58.2,1,Medium
1680,16,Female,1st Year,5.6,0,88,None,Homework,1,2,90,1,53,67.2,58.8,9,7.4,-19.4,4.6,1.9,3.4,5,64.6,1,Medium
1681,14,Male,11th,2.6,1,36,Gemini,Homework,5,95,75,3,98,31.8,74.5,6,4.8,29.9,4.6,0.2,4.3,9,65.3,1,Medium
1682,21,Male,11th,3.3,1,57,ChatGPT+Gemini,Exam Prep,3,87,11,4,22,64.2,93.3,2,4.1,14.1,4.7,4.9,3.0,2,30.2,0,Low
1683,18,Female,2nd Year,3.1,1,127,ChatGPT+Gemini,Doubt Solving,1,72,66,9,71,32.6,93.4,5,7.3,1.8,7.8,1.6,4.8,5,49.8,1,Low
1684,18,Female,1st Year,5.4,1,142,ChatGPT,Coding,1,2,25,7,65,30.9,87.2,2,9.5,4.2,7.8,1.3,5.0,6,41.9,1,Low
1685,24,Female,2nd Year,4.3,1,147,ChatGPT+Gemini,None,2,85,78,1,88,68.9,88.9,4,8.1,7.4,6.1,2.9,2.6,8,69.8,1,Medium
1686,17,Other,2nd Year,2.0,0,140,ChatGPT+Gemini,None,10,23,26,4,60,92.8,70.5,5,3.1,-5.9,4.1,5.1,1.3,3,59.5,1,Medium
1687,19,Male,3rd Year,3.0,0,147,ChatGPT+Gemini,Coding,8,73,114,6,79,97.5,92.1,8,9.7,23.6,4.1,3.6,3.9,7,88.7,1,High
1688,16,Male,10th,2.9,0,42,None,Coding,4,34,108,6,48,81.4,68.0,10,6.5,-1.6,8.8,5.1,0.9,3,61.3,1,Medium
1689,22,Female,3rd Year,5.8,0,168,ChatGPT,Exam Prep,10,19,34,7,27,82.3,52.5,9,2.0,14.6,5.1,0.0,3.9,4,65.8,1,Medium
1690,18,Female,3rd Year,1.5,1,47,Copilot,Exam Prep,3,43,12,9,23,60.9,93.9,5,4.0,-11.9,4.8,1.1,2.2,7,37.2,0,Low
1691,16,Male,2nd Year,1.0,1,55,None,Notes,8,75,117,6,44,69.7,67.6,6,7.5,-18.3,4.4,4.3,3.9,7,49.1,1,Low
1692,24,Male,3rd Year,5.3,1,110,None,Exam Prep,2,47,55,1,69,70.9,76.0,1,8.8,-11.0,7.5,1.7,1.5,9,48.8,1,Low
1693,14,Female,3rd Year,5.4,1,171,ChatGPT,Homework,9,42,68,3,42,34.9,77.6,1,5.8,1.2,7.6,5.6,2.3,2,28.4,0,Low
1694,23,Male,12th,5.3,1,174,Gemini,Doubt Solving,4,75,42,1,44,33.2,44.9,1,2.2,-11.7,8.8,4.5,4.2,3,25.5,0,Low
1695,19,Male,1st Year,3.3,1,177,Copilot,Coding,9,80,117,6,89,40.2,61.2,2,2.1,19.6,8.2,4.2,1.7,10,54.6,1,Medium
1696,15,Female,10th,4.1,1,31,None,Exam Prep,1,67,80,7,40,85.6,61.5,8,3.9,-10.2,4.1,0.1,2.0,6,53.7,1,Medium
1697,16,Female,1st Year,3.6,1,53,None,Doubt Solving,5,71,82,3,75,69.3,83.0,5,1.3,28.8,8.1,4.1,2.9,10,51.3,1,Medium
1698,14,Female,10th,0.9,1,166,ChatGPT,Homework,10,70,83,10,22,71.4,80.6,10,4.8,27.8,8.8,3.1,3.2,3,46.3,1,Low
1699,22,Male,12th,3.8,0,60,Gemini,Exam Prep,7,54,58,9,98,54.4,99.3,3,8.0,-3.0,6.6,1.0,0.9,5,65.2,1,Medium
1700,21,Female,2nd Year,0.6,1,109,Gemini,Exam Prep,4,81,86,1,40,90.8,83.9,5,5.1,7.9,4.8,3.5,3.1,7,59.4,1,Medium
1701,15,Female,10th,2.3,1,110,Claude,Doubt Solving,5,25,11,1,68,97.4,53.4,8,8.5,21.0,5.2,0.6,2.4,7,86.0,1,High
1702,24,Female,10th,5.6,1,99,Claude,None,9,30,95,7,65,45.0,60.7,7,6.9,5.5,8.2,2.9,4.0,7,59.5,1,Medium
1703,21,Female,10th,2.2,1,146,None,None,6,53,28,5,97,52.0,50.0,10,2.7,-15.3,8.8,1.1,3.3,7,84.3,1,High
1704,22,Male,12th,5.7,1,68,None,Homework,6,55,4,5,87,53.0,91.7,2,2.9,-3.4,8.8,0.1,2.5,6,63.1,1,Medium
1705,14,Male,1st Year,1.9,1,149,ChatGPT+Gemini,Exam Prep,2,55,48,5,50,97.4,90.8,10,4.1,10.8,6.5,2.2,4.3,3,64.4,1,Medium
1706,18,Male,12th,2.2,1,162,Copilot,Doubt Solving,1,52,63,5,65,66.2,94.8,9,5.8,29.0,7.1,2.2,3.0,9,70.5,1,Medium
1707,21,Male,10th,4.0,1,137,ChatGPT,Homework,4,71,114,2,94,69.7,79.6,10,7.1,-15.8,7.3,3.1,2.3,6,80.4,1,High
1708,24,Female,3rd Year,4.7,1,142,ChatGPT+Gemini,Exam Prep,10,60,42,1,63,55.8,56.1,4,2.6,-9.4,6.1,5.8,1.0,3,61.3,1,Medium
1709,15,Female,10th,3.3,1,1,Copilot,None,3,33,65,5,64,93.0,93.8,6,2.4,35.9,8.7,0.5,1.0,7,65.5,1,Medium
1710,17,Female,3rd Year,5.4,1,149,None,Exam Prep,7,45,5,10,94,43.4,56.4,2,1.1,-0.9,8.1,1.3,0.7,1,63.0,1,Medium
1711,20,Female,2nd Year,0.7,0,111,Claude,Coding,7,79,84,9,68,62.0,63.0,5,2.0,2.7,4.7,2.7,4.1,5,65.1,1,Medium
1712,16,Male,12th,5.6,1,98,ChatGPT,Notes,6,83,98,8,23,45.8,41.3,6,7.8,20.0,4.7,2.1,0.2,4,36.6,0,Low
1713,18,Male,3rd Year,1.6,0,102,Gemini,Homework,5,73,14,9,99,71.0,74.7,2,1.5,2.1,6.8,3.4,4.8,10,72.8,1,Medium
1714,21,Male,12th,5.4,1,11,Gemini,Doubt Solving,3,49,17,3,76,68.3,66.1,1,6.5,-6.2,6.7,4.8,3.0,7,50.6,1,Medium
1715,23,Male,11th,2.7,0,124,ChatGPT+Gemini,Coding,4,68,48,2,75,39.2,78.9,10,6.4,38.1,4.1,2.5,0.6,8,64.8,1,Medium
1716,16,Male,1st Year,5.1,1,44,ChatGPT+Gemini,Exam Prep,5,10,46,5,57,88.1,98.1,3,9.9,11.3,6.3,1.9,4.1,8,67.6,1,Medium
1717,17,Female,11th,4.2,1,147,ChatGPT,Doubt Solving,4,85,1,7,25,38.6,43.4,2,7.1,2.3,8.7,1.4,4.4,4,32.0,0,Low
1718,22,Other,3rd Year,1.5,1,178,Gemini,Coding,3,74,4,4,43,42.4,45.5,6,7.3,25.7,6.2,4.7,1.8,4,42.8,1,Low
1719,20,Male,11th,5.5,1,6,ChatGPT+Gemini,Coding,2,17,36,2,71,48.9,73.8,3,1.8,-13.9,7.4,0.6,1.8,5,44.0,1,Low
1720,14,Male,1st Year,1.9,1,151,Gemini,None,5,81,104,9,58,86.9,99.9,2,8.9,34.1,7.5,2.9,4.2,1,46.4,1,Low
1721,17,Female,3rd Year,1.8,1,66,Claude,None,2,30,5,6,92,44.2,57.3,7,3.9,28.7,4.2,2.2,2.4,8,60.6,1,Medium
1722,17,Male,2nd Year,5.0,0,69,ChatGPT+Gemini,Notes,2,83,114,3,56,45.3,72.2,1,3.8,2.6,5.4,3.8,2.6,3,38.4,0,Low
1723,22,Female,2nd Year,1.1,1,96,None,None,2,61,41,1,53,75.6,52.2,9,5.2,-8.8,8.7,3.3,4.5,8,62.1,1,Medium
1724,19,Female,1st Year,1.7,0,52,Copilot,Coding,2,22,50,1,59,88.1,71.8,1,7.4,31.6,6.6,2.1,0.6,3,53.3,1,Medium
1725,22,Female,1st Year,3.3,1,161,ChatGPT+Gemini,Homework,8,52,82,8,59,78.9,51.0,5,3.7,37.4,8.9,0.6,4.4,6,58.8,1,Medium
1726,19,Male,3rd Year,5.1,0,160,Claude,Notes,7,61,15,4,56,67.6,50.6,7,8.0,-17.1,8.5,0.8,4.6,9,54.9,1,Medium
1727,19,Female,12th,1.3,1,92,ChatGPT,Notes,9,73,75,9,69,75.5,60.3,10,3.2,39.2,5.4,4.1,0.1,4,71.0,1,Medium
1728,18,Male,3rd Year,3.5,1,150,Gemini,Exam Prep,3,16,87,5,30,68.3,96.4,5,2.1,3.2,5.3,3.0,3.4,9,38.9,0,Low
1729,18,Female,12th,4.4,0,57,None,Exam Prep,1,40,72,5,97,55.0,79.6,3,7.3,28.4,5.8,4.7,1.4,9,67.0,1,Medium
1730,15,Male,12th,5.2,1,68,ChatGPT,Homework,6,7,66,8,78,78.3,62.3,2,9.3,7.5,6.5,5.6,2.8,2,77.0,1,High
1731,21,Male,12th,5.6,1,167,ChatGPT+Gemini,Doubt Solving,9,30,80,7,45,78.1,78.3,2,9.2,11.3,8.5,4.0,3.2,2,52.5,1,Medium
1732,21,Female,3rd Year,4.8,1,46,Copilot,None,1,48,29,8,79,74.3,52.0,9,1.6,12.2,6.5,5.5,2.9,2,86.7,1,High
1733,24,Female,10th,4.1,1,42,ChatGPT,None,1,56,26,4,27,74.5,78.2,6,4.5,37.8,7.9,0.2,3.4,3,55.1,1,Medium
1734,14,Female,10th,2.9,1,169,Copilot,Homework,4,47,87,10,47,46.5,95.2,4,3.6,17.8,6.9,3.2,2.8,7,38.8,0,Low
1735,21,Female,2nd Year,1.1,1,61,ChatGPT+Gemini,Notes,10,52,41,2,79,94.9,96.2,10,5.1,-2.2,5.1,1.6,3.7,7,79.0,1,High
1736,18,Female,10th,4.4,1,54,Copilot,Exam Prep,1,61,63,6,29,99.5,75.2,10,1.5,17.6,6.1,1.2,2.7,5,59.1,1,Medium
1737,15,Male,10th,6.0,0,106,Copilot,Homework,9,89,49,7,82,68.9,92.8,7,4.7,-14.6,6.1,1.7,1.0,3,78.9,1,High
1738,15,Female,12th,4.6,1,48,Claude,Exam Prep,6,49,38,6,80,45.7,63.2,2,9.6,-0.1,9.0,4.9,1.0,9,57.6,1,Medium
1739,19,Female,12th,0.6,1,105,ChatGPT,Homework,5,54,6,3,94,52.2,93.1,4,6.1,-9.6,6.7,3.8,3.3,7,64.3,1,Medium
1740,24,Female,1st Year,3.2,1,176,ChatGPT+Gemini,None,5,8,72,3,45,81.8,60.1,1,3.0,16.4,4.4,4.7,2.5,6,46.8,1,Low
1741,22,Female,12th,3.9,1,77,Claude,Homework,2,31,15,5,42,49.0,82.2,4,8.3,11.9,6.9,3.0,1.8,2,30.6,0,Low
1742,14,Male,3rd Year,4.3,0,118,Copilot,Coding,3,86,55,7,82,72.6,95.1,7,4.6,23.5,6.8,1.6,2.8,1,70.2,1,Medium
1743,19,Female,1st Year,4.5,0,160,Claude,Homework,7,95,10,2,38,37.2,73.9,10,1.6,0.3,6.4,2.8,4.9,4,48.0,1,Low
1744,22,Male,1st Year,3.6,0,27,Claude,Exam Prep,4,56,8,4,37,97.7,56.5,9,4.2,39.1,5.6,1.3,3.2,9,61.5,1,Medium
1745,21,Male,10th,1.7,1,56,Copilot,Homework,6,99,0,8,69,88.9,81.9,5,8.3,-0.8,5.2,5.9,3.5,9,60.7,1,Medium
1746,24,Female,12th,5.7,1,168,ChatGPT+Gemini,Doubt Solving,8,4,43,3,38,87.5,46.8,6,3.0,-16.9,5.0,4.6,3.3,1,60.8,1,Medium
1747,19,Male,10th,4.3,1,119,Gemini,None,1,64,34,7,34,84.3,60.7,7,3.9,-3.8,4.5,0.4,3.5,6,52.7,1,Medium
1748,16,Female,12th,1.8,1,119,Claude,None,6,49,83,10,35,30.0,93.8,9,3.4,17.4,5.9,6.0,1.0,8,41.2,1,Low
1749,21,Male,10th,2.3,1,3,ChatGPT,Coding,1,94,50,3,39,34.8,84.2,10,9.1,25.6,7.6,0.9,0.7,8,46.6,1,Low
1750,22,Male,10th,5.6,1,19,Copilot,Homework,8,62,7,8,38,71.2,43.3,10,3.6,-5.5,6.9,3.9,3.9,10,61.0,1,Medium
1751,14,Female,10th,5.4,1,116,Gemini,Doubt Solving,4,94,70,7,94,83.8,74.4,8,3.2,26.8,4.1,2.3,1.2,7,81.0,1,High
1752,22,Female,3rd Year,2.7,1,88,Claude,Exam Prep,5,57,36,1,90,82.9,54.9,9,9.3,0.2,8.2,3.3,0.0,8,81.0,1,High
1753,19,Female,2nd Year,0.7,1,162,Copilot,Doubt Solving,10,56,100,4,38,67.0,40.8,5,10.0,-10.2,6.0,4.3,1.5,7,51.1,1,Medium
